FID,ADM2_EN,ADM3_EN,Shape_Leng,Shape_Area,Area,pop2020,pop_low,pop_mod,pop_high,pop_vhigh,pop_risk,pop_hvhigh,pct_low,pct_mod,pct_high,pct_vhigh,pct_risk,pvt_hvhigh,pct_norisk,pct_hverisk
141,Matara,Kotapola,0.710634041,0.014629936,179,62678,1883,0,2488,3072,5560,5560,3.004243913,0,3.969494879,4.901241265,8.870736143,8.870736143,88.12501994,11.87498006
142,Kurunegala,Kotawehera,0.942654837,0.015214897,186,23477,1029,0,195,6,201,201,4.383013162,0,0.830600162,0.025556928,0.85615709,0.85615709,94.76082975,5.239170252
143,Nuwara Eliya,Kothmale,1.00442031,0.018409728,225,106437,5572,0,1682,1707,3389,3389,5.235021656,0,1.580277535,1.603765608,3.184043143,3.184043143,91.5809352,8.419064799
144,Trincomalee,Kuchchaweli,2.432898687,0.03331465,405,34403,2128,0,1051,142,1193,1193,6.185507078,0,3.054966137,0.412754702,3.467720838,3.467720838,90.34677208,9.653227916
145,Kurunegala,Kuliyapitiya East,0.652495155,0.009321525,114,60908,3871,0,1479,325,1804,1804,6.355486964,0,2.428252446,0.533591646,2.961844093,2.961844093,90.68266894,9.317331057
146,Kurunegala,Kuliyapitiya West,0.810052547,0.013556978,165,83544,5220,0,3362,1049,4411,4411,6.248204539,0,4.024226755,1.255625778,5.279852533,5.279852533,88.47194293,11.52805707
147,Kandy,Kundasale,0.587199232,0.006610353,81,149899,6777,0,4628,9097,13725,13725,4.52104417,0,3.087412191,6.06875296,9.156165151,9.156165151,86.32279068,13.67720932
148,Kurunegala,Kurunegala,0.989580636,0.007990121,98,79876,6154,0,5224,1522,6746,6746,7.704441885,0,6.540137213,1.905453453,8.445590666,8.445590666,83.84996745,16.15003255
149,Ratnapura,Kuruvita,0.876321761,0.013730445,168,101262,5241,0,5441,4548,9989,9989,5.175682882,0,5.373190338,4.491319547,9.864509885,9.864509885,84.95980723,15.04019277
150,Matale,Laggala,0.907784783,0.030314289,370,7855,261,0,130,71,201,201,3.322724379,0,1.654996817,0.903882877,2.558879694,2.558879694,94.11839593,5.881604074
151,Ampara,Lahugala,1.811199251,0.066088884,808,5821,510,0,313,35,348,348,8.761381206,0,5.377082975,0.601271259,5.978354235,5.978354235,85.26026456,14.73973544
152,Polonnaruwa,Lankapura,0.995894815,0.016170362,197,35929,2542,0,1201,172,1373,1373,7.075064711,0,3.342703666,0.478721924,3.821425589,3.821425589,89.1035097,10.8964903
153,Badulla,Lunugala,0.651436208,0.011705923,143,30747,847,0,489,348,837,837,2.7547403,0,1.590399063,1.131817738,2.722216802,2.722216802,94.5230429,5.476957102
154,Hambantota,Lunugamwehera,1.408025132,0.022807498,279,33481,1837,0,530,41,571,571,5.486693946,0,1.582987366,0.122457513,1.705444879,1.705444879,92.80786117,7.192138825
155,Puttalam,Madampe,0.570031467,0.007577261,92,51617,5681,0,2508,486,2994,2994,11.00606389,0,4.858864328,0.941550264,5.800414592,5.800414592,83.19352151,16.80647849
156,Mannar,Madhu,1.356661452,0.04640364,565,6496,716,0,70,19,89,89,11.02216749,0,1.077586207,0.292487685,1.370073892,1.370073892,87.60775862,12.39224138
157,Monaragala,Madulla,3.523107602,0.057490663,702,27677,1092,0,545,159,704,704,3.945514326,0,1.969144055,0.574484229,2.543628283,2.543628283,93.51085739,6.489142609
158,Kalutara,Madurawala,0.579242616,0.005085482,62,40283,1352,0,2545,5100,7645,7645,3.356254499,0,6.317801554,12.66042748,18.97822903,18.97822903,77.66551647,22.33448353
159,Puttalam,Mahakumbukkadawala,0.814399019,0.01509151,184,21426,972,0,218,14,232,232,4.536544385,0,1.017455428,0.065341174,1.082796602,1.082796602,94.38065901,5.619340988
160,Ampara,Mahaoya,1.773365845,0.05481444,669,19073,787,0,456,86,542,542,4.12625177,0,2.39081424,0.450899177,2.841713417,2.841713417,93.03203481,6.967965186
161,Gampaha,Mahara,0.969088347,0.007837466,96,253698,22695,0,22480,16084,38564,38564,8.945675567,0,8.860929136,6.339821362,15.2007505,15.2007505,75.85357393,24.14642607
162,Colombo,Maharagama,0.428707124,0.003091168,38,222984,38772,0,14025,6808,20833,20833,17.38779464,0,6.289688946,3.053133857,9.342822803,9.342822803,73.26938256,26.73061744
163,Puttalam,Mahawewa,0.636404575,0.005961054,73,53284,3707,0,2526,347,2873,2873,6.957060281,0,4.740635087,0.651227385,5.391862473,5.391862473,87.65107725,12.34892275
164,Anuradhapura,Mahawilachchiya,1.410666505,0.050184713,611,20475,874,0,175,25,200,200,4.268620269,0,0.854700855,0.122100122,0.976800977,0.976800977,94.75457875,5.245421245
165,Badulla,Mahiyanganaya,3.75632983,0.046653525,570,81314,4029,0,3390,3987,7377,7377,4.954866321,0,4.169023784,4.903214699,9.072238483,9.072238483,85.9728952,14.0271048
166,Kurunegala,Maho,0.910963788,0.021409437,261,63059,3393,0,943,220,1163,1163,5.380675241,0,1.49542492,0.348879621,1.84430454,1.84430454,92.77502022,7.224979781
167,Matara,Malimbada,0.42555889,0.003501448,43,36175,2360,0,1799,642,2441,2441,6.523842433,0,4.973047685,1.774706289,6.747753974,6.747753974,86.72840359,13.27159641
168,Kurunegala,Mallawapitiya,0.674391766,0.006489218,79,59858,5130,0,2889,223,3112,3112,8.570283003,0,4.826422533,0.372548364,5.198970898,5.198970898,86.2307461,13.7692539
169,Batticaloa,Manmunai North,0.743631868,0.003715244,45,87694,8325,0,920,24,944,944,9.49323785,0,1.049102561,0.027367893,1.076470454,1.076470454,89.4302917,10.5697083
170,Batticaloa,Manmunai Pattu,0.255157437,0.002066593,25,32437,3190,0,1269,43,1312,1312,9.834448315,0,3.912199032,0.132564664,4.044763696,4.044763696,86.12078799,13.87921201
171,Batticaloa,Manmunai South & Eruvil Pattu,0.633576937,0.003340653,41,59360,5627,0,828,51,879,879,9.479447439,0,1.394878706,0.085916442,1.480795148,1.480795148,89.03975741,10.96024259
172,Batticaloa,Manmunai South West,1.097815323,0.011584563,141,24696,2104,0,1797,2,1799,1799,8.519598316,0,7.276482021,0.008098477,7.284580499,7.284580499,84.19582119,15.80417881
173,Batticaloa,Manmunai West,1.484611731,0.022190783,271,28167,1669,0,676,39,715,715,5.925373664,0,2.399971598,0.1384599,2.538431498,2.538431498,91.53619484,8.463805162
174,Mannar,Mannar Town,2.146524253,0.016725268,203,48864,6009,0,1606,14,1620,1620,12.29739686,0,3.286673215,0.02865095,3.315324165,3.315324165,84.38727898,15.61272102
175,Mullaitivu,Manthai East,1.280275496,0.039547372,481,1126,35,0,5,1,6,6,3.108348135,0,0.444049734,0.088809947,0.53285968,0.53285968,96.35879218,3.641207815
176,Mannar,Manthai West,2.313684999,0.049792109,606,5941,352,0,48,1,49,49,5.924928463,0,0.80794479,0.016832183,0.824776974,0.824776974,93.25029456,6.749705437
177,Mullaitivu,Maritimepattu,3.352006028,0.045472698,553,18129,1009,0,449,126,575,575,5.565668266,0,2.476694798,0.69501903,3.171713829,3.171713829,91.26261791,8.737382095
178,Kurunegala,Maspotha,0.518784467,0.005437243,66,54110,5034,0,2239,639,2878,2878,9.303271114,0,4.137867307,1.18092774,5.318795047,5.318795047,85.37793384,14.62206616
179,Matale,Matale,0.610249245,0.005798657,71,79931,8676,0,2198,1387,3585,3585,10.85436189,0,2.749871764,1.73524665,4.485118415,4.485118415,84.6605197,15.3394803
180,Matara,Matara Four Gravets,0.535216572,0.004616471,57,121523,11061,0,3432,947,4379,4379,9.101980695,0,2.824156744,0.779276351,3.603433095,3.603433095,87.29458621,12.70541379
181,Kalutara,Matugama,0.784680329,0.011334301,139,88982,5350,0,5609,2060,7669,7669,6.012451957,0,6.303522061,2.315074959,8.61859702,8.61859702,85.36895102,14.63104898
182,Kegalle,Mawanella,0.754689956,0.009834467,120,125840,5356,0,4578,5061,9639,9639,4.256198347,0,3.637952956,4.021773681,7.659726637,7.659726637,88.08407502,11.91592498
183,Kurunegala,Mawathagama,0.713214803,0.008883274,108,72351,6944,0,2312,275,2587,2587,9.597655872,0,3.195532888,0.380091498,3.575624387,3.575624387,86.82671974,13.17328026
184,Kandy,Medadumbara,0.906382723,0.015173952,185,63295,3115,0,1321,1183,2504,2504,4.921399795,0,2.08705269,1.869025989,3.956078679,3.956078679,91.12252153,8.877478474
185,Monaragala,Medagama,0.776396336,0.019670718,240,37205,1532,0,943,309,1252,1252,4.117726112,0,2.534605564,0.83053353,3.365139094,3.365139094,92.51713479,7.482865206
186,Anuradhapura,Medawachchiya,1.10086161,0.040131962,489,47865,2526,0,706,147,853,853,5.277342526,0,1.474981719,0.307113757,1.782095477,1.782095477,92.940562,7.059438003
187,Polonnaruwa,Medirigiriya,1.738939358,0.046230395,563,68978,4838,0,1258,78,1336,1336,7.013830497,0,1.823769898,0.113079533,1.93684943,1.93684943,91.04932007,8.950679927
188,Badulla,Meegahakiula,0.637276796,0.008813833,108,21158,806,0,233,193,426,426,3.809433784,0,1.101238302,0.912184516,2.013422819,2.013422819,94.1771434,5.822856603
189,Anuradhapura,Mihinthale,1.090688669,0.018494201,225,41177,2863,0,410,18,428,428,6.952910605,0,0.995701484,0.043713724,1.039415208,1.039415208,92.00767419,7.992325813
190,Kalutara,Millaniya,0.53631825,0.006481588,79,58785,3579,0,4774,3067,7841,7841,6.088287829,0,8.121119333,5.217317343,13.33843668,13.33843668,80.5732755,19.4267245
191,Kandy,Minipe,1.058360074,0.02033554,248,53792,2791,0,1924,1931,3855,3855,5.188503867,0,3.576740036,3.589753123,7.166493159,7.166493159,87.64500297,12.35499703
192,Gampaha,Minuwangoda,0.665597526,0.010815526,132,202176,16581,0,11758,4086,15844,15844,8.20127018,0,5.815724913,2.021011396,7.836736309,7.836736309,83.96199351,16.03800649
193,Gampaha,Mirigama,0.955993539,0.015459471,189,187606,12589,0,7647,3130,10777,10777,6.710339755,0,4.076095647,1.668390137,5.744485784,5.744485784,87.54517446,12.45482554
194,Monaragala,Monaragala,0.891010172,0.023763929,290,52894,2100,0,1897,1358,3255,3255,3.97020456,0,3.586418119,2.567398949,6.153817068,6.153817068,89.87597837,10.12402163
195,Colombo,Moratuwa,0.303095862,0.001512639,18,165031,16617,0,136,0,136,136,10.06901734,0,0.08240876,0,0.08240876,0.08240876,89.8485739,10.1514261
196,Trincomalee,Morawewa,1.31321186,0.022349628,272,7119,362,0,74,3,77,77,5.084983846,0,1.039471836,0.04214075,1.081612586,1.081612586,93.83340357,6.166596432
197,Matara,Mulatiyana,0.541467079,0.009839342,120,55008,2007,0,1898,1962,3860,3860,3.648560209,0,3.450407213,3.566753927,7.01716114,7.01716114,89.33427865,10.66572135
198,Puttalam,Mundel,1.988879451,0.01726868,211,67121,7109,0,2164,415,2579,2579,10.59132015,0,3.224028247,0.618286378,3.842314626,3.842314626,85.56636522,14.43363478
199,Mannar,Musali,1.140041074,0.037982623,462,7106,479,0,40,5,45,45,6.740782437,0,0.562904588,0.070363073,0.633267661,0.633267661,92.6259499,7.374050099
200,Trincomalee,Muthur,1.29141373,0.015731656,192,62486,5393,0,5082,1118,6200,6200,8.630733284,0,8.133021797,1.789200781,9.922222578,9.922222578,81.44704414,18.55295586
201,Anuradhapura,Nachchaduwa,1.087820217,0.008389902,102,28104,1792,0,634,184,818,818,6.376316539,0,2.255906633,0.654711073,2.910617706,2.910617706,90.71306576,9.286934244
202,Galle,Nagoda,0.71801348,0.014167649,173,53997,1769,0,2210,2184,4394,4394,3.276107932,0,4.092819971,4.044669148,8.13748912,8.13748912,88.58640295,11.41359705
203,Jaffna,Nallur,0.561075241,0.002678181,33,77248,12290,0,1115,223,1338,1338,15.90979702,0,1.443403065,0.288680613,1.732083679,1.732083679,82.3581193,17.6418807
204,Mannar,Nanaddan,1.634258642,0.011498208,140,14964,1287,0,331,19,350,350,8.60064154,0,2.211975408,0.126971398,2.338946806,2.338946806,89.06041165,10.93958835
205,Kurunegala,Narammala,0.658183305,0.00888892,109,61864,4657,0,2968,1264,4232,4232,7.527802923,0,4.797620587,2.043191517,6.840812104,6.840812104,85.63138497,14.36861503
206,Puttalam,Nattandiya,0.450519315,0.006370967,78,67767,5745,0,4023,1123,5146,5146,8.477577582,0,5.936517774,1.65714876,7.593666534,7.593666534,83.92875588,16.07124412
207,Matale,Naula,0.993737912,0.023506952,287,30600,1099,0,712,433,1145,1145,3.591503268,0,2.326797386,1.41503268,3.741830065,3.741830065,92.66666667,7.333333333
208,Ampara,Navithanveli,0.608770522,0.005950348,73,19896,1359,0,481,8,489,489,6.830518697,0,2.417571371,0.040209087,2.457780458,2.457780458,90.71170084,9.288299156
209,Puttalam,Nawagattegama,0.654798043,0.013930812,170,13777,677,0,154,21,175,175,4.91398708,0,1.117805037,0.15242796,1.270232997,1.270232997,93.81577992,6.184220077
210,Gampaha,Negombo,0.679177218,0.002305827,28,136898,11901,0,189,68,257,257,8.693333723,0,0.138058993,0.049672019,0.187731011,0.187731011,91.11893527,8.881064734
211,Galle,Neluwa,0.633184043,0.012465337,153,28683,869,0,865,859,1724,1724,3.029669142,0,3.015723599,2.994805285,6.010528885,6.010528885,90.95980197,9.040198027
212,Kurunegala,Nikaweratiya,0.885502166,0.01224779,149,43917,2309,0,1365,336,1701,1701,5.257645103,0,3.108135802,0.765079582,3.873215384,3.873215384,90.86913951,9.130860487
213,Ampara,Nintavur,0.562864371,0.002789675,34,26834,2403,0,3274,734,4008,4008,8.955057017,0,12.20093911,2.735335768,14.93627488,14.93627488,76.10866811,23.89133189
214,Ratnapura,Nivithigala,0.715483274,0.012549425,153,60253,1521,0,1521,1597,3118,3118,2.524355634,0,2.524355634,2.650490432,5.174846066,5.174846066,92.3007983,7.6992017
215,Galle,Niyagama,0.609468699,0.008530717,104,37570,1689,0,1650,713,2363,2363,4.495608198,0,4.39180197,1.897790791,6.28959276,6.28959276,89.21479904,10.78520096
216,Anuradhapura,Nochchiyagama,1.916992204,0.068694126,837,52791,2922,0,967,122,1089,1089,5.535034381,0,1.831751624,0.231099998,2.062851622,2.062851622,92.402114,7.597886003
217,Nuwara Eliya,Nuwara Eliya,1.313912558,0.039472393,482,212577,9546,0,5027,8372,13399,13399,4.490608109,0,2.36479017,3.938337638,6.303127808,6.303127808,89.20626408,10.79373592
218,Anuradhapura,Nuwaragam Palatha Central,1.269191304,0.03276173,399,67505,4611,0,1430,87,1517,1517,6.83060514,0,2.118361603,0.128879342,2.247240945,2.247240945,90.92215391,9.077846085
219,Anuradhapura,Nuwaragam Palatha East,0.708842809,0.00704127,86,73995,7739,0,3762,1719,5481,5481,10.45881478,0,5.084127306,2.323129941,7.407257247,7.407257247,82.13392797,17.86607203
220,Mullaitivu,Oddusuddan,2.136197036,0.061542337,748,7209,351,0,122,16,138,138,4.868913858,0,1.692329033,0.221944791,1.914273824,1.914273824,93.21681232,6.783187682
221,Hambantota,Okewela,0.435147209,0.003434836,42,21078,1382,0,730,194,924,924,6.556599298,0,3.463326691,0.920390929,4.38371762,4.38371762,89.05968308,10.94031692
222,Ratnapura,Opanayake,0.47598862,0.00648457,79,28979,979,0,771,1763,2534,2534,3.37830843,0,2.660547293,6.083715794,8.744263087,8.744263087,87.87742848,12.12257152
223,Kilinochchi,Pachchilaipalli,1.139187385,0.013534654,164,7554,447,0,94,21,115,115,5.917394758,0,1.244373842,0.277998411,1.522372253,1.522372253,92.56023299,7.439767011
224,Trincomalee,Padavi Sri Pura,0.700751658,0.009375617,114,12565,758,0,107,8,115,115,6.032630322,0,0.851571827,0.063668922,0.915240748,0.915240748,93.05212893,6.94787107
225,Anuradhapura,Padaviya,1.356362623,0.019290856,235,21666,1210,0,112,2,114,114,5.584787224,0,0.516938983,0.009231053,0.526170036,0.526170036,93.88904274,6.11095726
226,Ampara,Padiyathalawa,1.377390699,0.030889974,377,17374,730,0,449,105,554,554,4.201680672,0,2.5843214,0.60435133,3.188672729,3.188672729,92.6096466,7.390353402
227,Colombo,Padukka,0.714612222,0.008651087,106,78969,4096,0,4446,4633,9079,9079,5.186845471,0,5.630057364,5.866859147,11.49691651,11.49691651,83.31623802,16.68376198
228,Anuradhapura,Palagala,1.05009031,0.018007914,220,37272,1894,0,572,91,663,663,5.081562567,0,1.534664091,0.244151105,1.778815196,1.778815196,93.13962224,6.860377763
229,Kalutara,Palindanuwara,0.860879986,0.023231787,284,55785,1833,0,1908,1021,2929,2929,3.285829524,0,3.420274267,1.830241104,5.250515372,5.250515372,91.4636551,8.536344896
230,Puttalam,Pallama,0.741177445,0.009930804,121,26575,1236,0,520,90,610,610,4.65098777,0,1.956726246,0.338664158,2.295390405,2.295390405,93.05362183,6.946378175
231,Matale,Pallepola,0.673378644,0.006710119,82,32469,1336,0,872,307,1179,1179,4.114694016,0,2.685638609,0.945517263,3.631155872,3.631155872,92.25415011,7.745849888
232,Anuradhapura,Palugaswewa,1.055679627,0.016674631,203,14234,707,0,272,63,335,335,4.966980469,0,1.910917521,0.44260222,2.353519741,2.353519741,92.67949979,7.320500211
233,Kalutara,Panadura,0.674963439,0.003480397,43,205215,21879,0,10279,353,10632,10632,10.66150135,0,5.008893112,0.172014716,5.180907828,5.180907828,84.15759082,15.84240918
234,Kurunegala,Panduwasnuwara East,0.573563042,0.008398398,103,34503,1924,0,668,161,829,829,5.576326696,0,1.936063531,0.46662609,2.402689621,2.402689621,92.02098368,7.979016317
235,Kurunegala,Panduwasnuwara West,0.907923417,0.014829202,181,62998,4430,0,1304,228,1532,1532,7.031969269,0,2.069906981,0.361916251,2.431823232,2.431823232,90.5362075,9.463792501
236,Kurunegala,Pannala,0.992660849,0.02310787,282,131874,8934,0,6290,1845,8135,8135,6.774648528,0,4.769704415,1.399062742,6.168767157,6.168767157,87.05658432,12.94341568
237,Kandy,Panvila,0.470191915,0.007588163,93,26632,1201,0,466,321,787,787,4.509612496,0,1.749774707,1.205316912,2.955091619,2.955091619,92.53529588,7.464704115
238,Kandy,Pasbagekorale,0.591502098,0.009950745,122,62753,2991,0,1711,3937,5648,5648,4.766305993,0,2.726562873,6.273803643,9.000366516,9.000366516,86.23332749,13.76667251
239,Matara,Pasgoda,0.62938479,0.012588812,154,61339,2000,0,1887,1727,3614,3614,3.260568317,0,3.076346207,2.815500742,5.891846949,5.891846949,90.84758473,9.152415266
240,Badulla,Passara,0.764416872,0.011015684,135,48988,1544,0,357,273,630,630,3.151792276,0,0.728749898,0.557279334,1.286029232,1.286029232,95.56217849,4.437821507
241,Kandy,Pathadumbara,0.458306782,0.004010199,49,97411,4298,0,2735,9193,11928,11928,4.412232705,0,2.807691123,9.437332539,12.24502366,12.24502366,83.34274363,16.65725637
242,Kandy,Pathahewaheta,0.549978861,0.006817396,83,62340,3264,0,1262,1577,2839,2839,5.235803657,0,2.024382419,2.52967597,4.554058389,4.554058389,90.21013795,9.789862047
243,Ratnapura,Pelmadulla,0.839259066,0.011996726,147,94317,4274,0,3784,5520,9304,9304,4.53152666,0,4.012002078,5.852603454,9.864605532,9.864605532,85.60386781,14.39613219
244,Matara,Pitabaddara,0.714885724,0.011195537,137,53326,1532,0,1762,2263,4025,4025,2.872895023,0,3.304204328,4.24370851,7.547912838,7.547912838,89.57919214,10.42080786
245,Kurunegala,Polgahawela,0.479676599,0.007908624,97,70346,5965,0,3314,2619,5933,5933,8.479515537,0,4.710999915,3.723026185,8.4340261,8.4340261,83.08645836,16.91354164
246,Kurunegala,Polpitigama,1.311567426,0.033869149,413,82589,3815,0,1571,341,1912,1912,4.619259223,0,1.902190364,0.412887915,2.315078279,2.315078279,93.0656625,6.934337503
247,Kandy,Poojapitiya,0.493180897,0.004800834,59,65551,2022,0,1322,1559,2881,2881,3.084621135,0,2.016750317,2.378300865,4.395051182,4.395051182,92.52032768,7.479672316
248,Kilinochchi,Poonakary,3.513537615,0.038103503,463,9799,659,0,141,28,169,169,6.725176038,0,1.438922339,0.285743443,1.724665782,1.724665782,91.55015818,8.449841821
249,Batticaloa,Porativu Pattu,0.98276954,0.012731757,155,32334,2428,0,771,96,867,867,7.509123523,0,2.384486918,0.296901095,2.681388013,2.681388013,89.80948846,10.19051154
250,Ampara,Pottuvil,1.361271314,0.024739226,302,36366,2604,0,1021,5,1026,1026,7.160534565,0,2.807567508,0.013749106,2.821316614,2.821316614,90.01814882,9.98185118
251,Mullaitivu,Puthukkudiyiruppu,0.995057877,0.026826087,326,6534,378,0,81,11,92,92,5.785123967,0,1.239669421,0.168350168,1.40801959,1.40801959,92.80685644,7.193143557
252,Puttalam,Puttalam,1.123282074,0.013651738,166,88548,15266,0,3202,1026,4228,4228,17.24036681,0,3.616117812,1.15869359,4.774811402,4.774811402,77.98482179,22.01517821
253,Anuradhapura,Rajanganaya,0.997139755,0.008064795,98,37434,2060,0,726,163,889,889,5.503018646,0,1.939413368,0.435433029,2.374846396,2.374846396,92.12213496,7.877865042
254,Anuradhapura,Rambewa,1.181077561,0.025087994,306,39667,2357,0,426,12,438,438,5.941966874,0,1.073940555,0.030251847,1.104192402,1.104192402,92.95384072,7.046159276
255,Kegalle,Rambukkana,0.753413696,0.010465517,128,89197,4134,0,4607,4437,9044,9044,4.634685023,0,5.164971916,4.974382546,10.13935446,10.13935446,85.22596051,14.77403949
256,Kurunegala,Rasnayakapura,0.686951967,0.010207953,125,24406,1086,0,428,83,511,511,4.449725477,0,1.753667131,0.340080308,2.093747439,2.093747439,93.45652708,6.543472916
257,Colombo,Ratmalana,0.149868686,0.001051064,13,89342,12491,0,260,0,260,260,13.98110631,0,0.291016543,0,0.291016543,0.291016543,85.72787715,14.27212285
258,Ratnapura,Ratnapura,1.244313078,0.027069507,331,128098,3499,0,4994,19132,24126,24126,2.731502443,0,3.898577651,14.93544005,18.83401771,18.83401771,78.43447985,21.56552015
259,Matale,Rattota,0.607977592,0.008514116,104,54837,1880,0,1309,1991,3300,3300,3.428342178,0,2.387074421,3.630760253,6.017834674,6.017834674,90.55382315,9.446176851
260,Kurunegala,Rideegama,0.880149536,0.018446955,225,97060,5428,0,4024,2134,6158,6158,5.592417062,0,4.145889141,2.198640016,6.344529157,6.344529157,88.06305378,11.93694622
261,Badulla,Rideemaliyadda,1.886545737,0.035114281,429,53820,2355,0,836,256,1092,1092,4.375696767,0,1.553325901,0.475659606,2.028985507,2.028985507,93.59531773,6.404682274
262,Kegalle,Ruwanwella,0.610756604,0.011508169,141,70809,1670,0,2188,10803,12991,12991,2.358457258,0,3.090002683,15.25653519,18.34653787,18.34653787,79.29500487,20.70499513
263,Ampara,Sainthamaruthu,0.078094992,0.000273114,3,32638,1834,0,4557,180,4737,4737,5.619216864,0,13.96225259,0.551504381,14.51375697,14.51375697,79.86702617,20.13297383
264,Ampara,Sammanthurai,1.220117117,0.008678927,106,67294,3813,0,928,47,975,975,5.666181235,0,1.37902339,0.069842779,1.448866169,1.448866169,92.8849526,7.115047404
265,Colombo,Seethawaka,0.712476001,0.011905654,146,133289,4810,0,7105,22132,29237,29237,3.608699893,0,5.330522399,16.604521,21.9350434,21.9350434,74.45625671,25.54374329
266,Trincomalee,Seruvila,1.297939666,0.024031496,293,16225,1233,0,392,62,454,454,7.599383667,0,2.416024653,0.382126348,2.798151002,2.798151002,89.60246533,10.39753467
267,Monaragala,Sevanagala,0.859728645,0.014798098,181,46530,1949,0,1189,856,2045,2045,4.188695465,0,2.55534064,1.839673329,4.395013969,4.395013969,91.41629057,8.583709435
268,Monaragala,Siyambalanduwa,2.423152709,0.08636231,1056,49442,1978,0,922,323,1245,1245,4.000647223,0,1.864811294,0.653290724,2.518102019,2.518102019,93.48125076,6.518749242
269,Hambantota,Sooriyawewa,0.934481395,0.015623745,191,49653,2756,0,1084,462,1546,1546,5.550520613,0,2.183151068,0.930457374,3.113608443,3.113608443,91.33587094,8.664129056
270,Badulla,Soranathota,0.420445121,0.00658924,81,23385,729,0,250,162,412,412,3.117382938,0,1.069061364,0.692751764,1.761813128,1.761813128,95.12080393,4.879196066
271,Colombo,Sri Jayawardanapura Kotte,0.256884909,0.001326884,16,112277,5806,0,11058,50241,61299,61299,5.171139236,0,9.848855954,44.74736589,54.59622184,54.59622184,40.23263892,59.76736108
272,Hambantota,Tangalle,1.034238729,0.012223036,150,79727,4478,0,2596,1231,3827,3827,5.616666876,0,3.25611148,1.544018965,4.800130445,4.800130445,89.58320268,10.41679732
273,Anuradhapura,Thalawa,1.385897074,0.018605577,227,65146,3655,0,1118,89,1207,1207,5.610474933,0,1.716145274,0.136616216,1.85276149,1.85276149,92.53676358,7.463236423
274,Polonnaruwa,Thamankaduwa,1.959472938,0.036217031,442,85788,6268,0,5056,2369,7425,7425,7.306383177,0,5.893598172,2.761458479,8.655056651,8.655056651,84.03856017,15.96143983
275,Trincomalee,Thambalagamuwa,1.025120709,0.022390313,273,26407,2901,0,335,12,347,347,10.98572348,0,1.268603022,0.045442496,1.314045518,1.314045518,87.700231,12.299769
276,Anuradhapura,Thambuththegama,0.809430063,0.009230755,113,48186,3600,0,851,75,926,926,7.471049682,0,1.766073133,0.155646868,1.921720002,1.921720002,90.60723032,9.392769684
277,Monaragala,Thanamalwila,2.392100828,0.050266154,615,24542,1152,0,635,322,957,957,4.69399397,0,2.58740119,1.312036509,3.899437699,3.899437699,91.40656833,8.593431668
278,Galle,Thawalama,0.630236248,0.014197244,174,32550,834,0,878,1282,2160,2160,2.562211982,0,2.697388633,3.938556068,6.6359447,6.6359447,90.80184332,9.198156682
279,Jaffna,Thenmaradchi (Chavakachcheri),2.422687724,0.017138261,208,70659,5713,0,1375,183,1558,1558,8.085311142,0,1.945965836,0.258990362,2.204956198,2.204956198,89.70973266,10.29026734
280,Matara,Thihagoda,0.562745419,0.004288441,53,38040,4019,0,2565,306,2871,2871,10.56519453,0,6.742902208,0.804416404,7.547318612,7.547318612,81.88748686,18.11251314
281,Colombo,Thimbirigasyaya,0.256345146,0.001823917,22,230171,46565,0,24647,1128,25775,25775,20.23061115,0,10.7081257,0.490070426,11.19819612,11.19819612,68.57119272,31.42880728
282,Anuradhapura,Thirappane,1.407995427,0.022306681,272,28053,1425,0,342,22,364,364,5.079670623,0,1.21912095,0.078422985,1.297543935,1.297543935,93.62278544,6.377214558
283,Hambantota,Thissamaharama,2.519870551,0.064090608,784,73184,6058,0,3113,829,3942,3942,8.277765632,0,4.253662003,1.132761259,5.386423262,5.386423262,86.33581111,13.66418889
284,Mullaitivu,Thunukkai,1.005084552,0.026763783,325,2545,121,0,8,0,8,8,4.754420432,0,0.314341847,0,0.314341847,0.314341847,94.93123772,5.068762279
285,Ampara,Tirukkovil,1.454848203,0.016126202,197,25494,1846,0,779,40,819,819,7.240919432,0,3.05562093,0.156899663,3.212520593,3.212520593,89.54655997,10.45344003
286,Trincomalee,Town & Gravets,1.129602104,0.010529338,128,99275,6830,0,861,345,1206,1206,6.879879124,0,0.867287837,0.347519516,1.214807353,1.214807353,91.90531352,8.094686477
287,Kandy,Tumpane,0.416493589,0.004171462,51,41142,1329,0,884,703,1587,1587,3.230275631,0,2.148655875,1.708716154,3.857372029,3.857372029,92.91235234,7.087647659
288,Kandy,Udapalatha,0.83704723,0.007701983,94,100254,2630,0,2501,14254,16755,16755,2.623336725,0,2.494663555,14.21788657,16.71255012,16.71255012,80.66411315,19.33588685
289,Kurunegala,Udubaddawa,0.573460945,0.009823688,120,56979,3980,0,1940,321,2261,2261,6.985029572,0,3.404763158,0.56336545,3.968128609,3.968128609,89.04684182,10.95315818
290,Kandy,Ududumbara,1.053249191,0.022302103,272,20010,559,0,219,199,418,418,2.793603198,0,1.094452774,0.994502749,2.088955522,2.088955522,95.11744128,4.882558721
291,Kandy,Udunuwara,0.37056544,0.00563694,69,123283,5328,0,3219,3430,6649,6649,4.321763747,0,2.611065597,2.782216526,5.393282123,5.393282123,90.28495413,9.71504587
