ADM2_EN,ADM3_EN,Area,pop_mild_dro,pop_mod_dro,pop_sev_dro,pop_ex_dro,pop_mse_dro,pop_se_dro,pct_mild_dro,pct_mod_dr,pct_sev_dro,pct_ex_dro,pct_mse_dro,pct_se_dr,pop2020,pop_low,pop_mod,pop_high,pop_vhigh,pop_risk,pop_hvhigh,pct_low,pct_mod,pct_high,pct_vhigh,pct_risk,pvt_hvhigh,pct_norisk,pct_hverisk,flood_high_cat,drought_sev_cat
Puttalam,Mundel,211,0,0,11837,52486,64323,64323,0,0,17.63526429,78.19557851,95.8308428,95.8308428,67121,7109,0,2164,415,2579,2579,10.59132015,0,3.224028247,0.618286378,3.842314626,3.842314626,85.56636522,14.43363478,1.00,1.00
Mannar,Musali,462,0,0,1478,5346,6824,6824,0,0,20.79871181,75.23474636,96.03345817,96.03345817,7106,479,0,40,5,45,45,6.740782437,0,0.562904588,0.070363073,0.633267661,0.633267661,92.6259499,7.374050099,1.00,2.00
Trincomalee,Muthur,192,0,61200,0,0,61200,0,0,97.94134807,0,0,97.94134807,0,62486,5393,0,5082,1118,6200,6200,8.630733284,0,8.133021797,1.789200781,9.922222578,9.922222578,81.44704414,18.55295586,2.00,1.00
Anuradhapura,Nachchaduwa,102,0,0,27352,2513,29865,29865,0,0,97.32253157,8.943087568,106.2656191,106.2656191,28104,1792,0,634,184,818,818,6.376316539,0,2.255906633,0.654711073,2.910617706,2.910617706,90.71306576,9.286934244,1.00,2.00
Galle,Nagoda,173,0,0,49220,4770,53990,53990,0,0,91.15293568,8.834285923,99.98722161,99.98722161,53997,1769,0,2210,2184,4394,4394,3.276107932,0,4.092819971,4.044669148,8.13748912,8.13748912,88.58640295,11.41359705,2.00,2.00
Jaffna,Nallur,33,0,0,70154,0,70154,70154,0,0,90.81709384,0,90.81709384,90.81709384,77248,12290,0,1115,223,1338,1338,15.90979702,0,1.443403065,0.288680613,1.732083679,1.732083679,82.3581193,17.6418807,1.00,2.00
Mannar,Nanaddan,140,0,725,11843,314,12882,12157,0,4.845099094,79.1439889,2.097729546,86.08681754,81.24171845,14964,1287,0,331,19,350,350,8.60064154,0,2.211975408,0.126971398,2.338946806,2.338946806,89.06041165,10.93958835,1.00,2.00
Kurunegala,Narammala,109,0,0,0,59067,59067,59067,0,0,0,95.47958276,95.47958276,95.47958276,61864,4657,0,2968,1264,4232,4232,7.527802923,0,4.797620587,2.043191517,6.840812104,6.840812104,85.63138497,14.36861503,2.00,1.00
Puttalam,Nattandiya,78,0,0,102,67249,67352,67352,0,0,0.151036928,99.23601021,99.38704714,99.38704714,67767,5745,0,4023,1123,5146,5146,8.477577582,0,5.936517774,1.65714876,7.593666534,7.593666534,83.92875588,16.07124412,2.00,1.00
Matale,Naula,287,0,25508,5545,0,31052,5545,0,83.35797287,18.11932987,0,101.4773027,18.11932987,30600,1099,0,712,433,1145,1145,3.591503268,0,2.326797386,1.41503268,3.741830065,3.741830065,92.66666667,7.333333333,1.00,1.00
Ampara,Navithanveli,73,0,5522,14713,0,20235,14713,0,27.75381277,73.95137201,0,101.7051848,73.95137201,19896,1359,0,481,8,489,489,6.830518697,0,2.417571371,0.040209087,2.457780458,2.457780458,90.71170084,9.288299156,1.00,2.00
Puttalam,Nawagattegama,170,0,0,532,13236,13767,13767,0,0,3.858826966,96.07028974,99.9291167,99.9291167,13777,677,0,154,21,175,175,4.91398708,0,1.117805037,0.15242796,1.270232997,1.270232997,93.81577992,6.184220077,1.00,1.00
Gampaha,Negombo,28,0,0,0,95566,95566,95566,0,0,0,69.80818746,69.80818746,69.80818746,136898,11901,0,189,68,257,257,8.693333723,0,0.138058993,0.049672019,0.187731011,0.187731011,91.11893527,8.881064734,1.00,1.00
Galle,Neluwa,153,0,0,15278,13448,28726,28726,0,0,53.26515193,46.88583826,100.1509902,100.1509902,28683,869,0,865,859,1724,1724,3.029669142,0,3.015723599,2.994805285,6.010528885,6.010528885,90.95980197,9.040198027,2.00,2.00
Kurunegala,Nikaweratiya,149,0,0,766,42948,43714,43714,0,0,1.743351198,97.79328395,99.53663515,99.53663515,43917,2309,0,1365,336,1701,1701,5.257645103,0,3.108135802,0.765079582,3.873215384,3.873215384,90.86913951,9.130860487,1.00,1.00
Ampara,Nintavur,34,0,2677,21269,0,23946,21269,0,9.977131898,79.26034739,0,89.23747929,79.26034739,26834,2403,0,3274,734,4008,4008,8.955057017,0,12.20093911,2.735335768,14.93627488,14.93627488,76.10866811,23.89133189,2.00,2.00
Ratnapura,Nivithigala,153,0,2364,54247,2848,59458,57094,0,3.923060372,90.03155545,4.726241381,98.6808572,94.75779683,60253,1521,0,1521,1597,3118,3118,2.524355634,0,2.524355634,2.650490432,5.174846066,5.174846066,92.3007983,7.6992017,2.00,2.00
Galle,Niyagama,104,0,0,28178,8228,36406,36406,0,0,75.0020365,21.89937536,96.90141186,96.90141186,37570,1689,0,1650,713,2363,2363,4.495608198,0,4.39180197,1.897790791,6.28959276,6.28959276,89.21479904,10.78520096,2.00,2.00
Anuradhapura,Nochchiyagama,837,0,0,11945,41934,53879,53879,0,0,22.62660004,79.4338827,102.0604827,102.0604827,52791,2922,0,967,122,1089,1089,5.535034381,0,1.831751624,0.231099998,2.062851622,2.062851622,92.402114,7.597886003,1.00,2.00
Nuwara Eliya,Nuwara Eliya,482,0,3593,210914,158,214665,211072,0,1.689976734,99.21771778,0.074414543,100.9821091,99.29213232,212577,9546,0,5027,8372,13399,13399,4.490608109,0,2.36479017,3.938337638,6.303127808,6.303127808,89.20626408,10.79373592,2.00,2.00
Anuradhapura,Nuwaragam Palatha Central,399,0,12653,56179,2,68834,56181,0,18.74361671,83.22197982,0.002657888,101.9682544,83.22463771,67505,4611,0,1430,87,1517,1517,6.83060514,0,2.118361603,0.128879342,2.247240945,2.247240945,90.92215391,9.077846085,1.00,2.00
Anuradhapura,Nuwaragam Palatha East,86,0,6660,61455,0,68115,61455,0,9.000367006,83.05253489,0,92.0529019,83.05253489,73995,7739,0,3762,1719,5481,5481,10.45881478,0,5.084127306,2.323129941,7.407257247,7.407257247,82.13392797,17.86607203,2.00,2.00
Mullaitivu,Oddusuddan,748,0,6143,1186,0,7329,1186,0,85.21739403,16.45012301,0,101.667517,16.45012301,7209,351,0,122,16,138,138,4.868913858,0,1.692329033,0.221944791,1.914273824,1.914273824,93.21681232,6.783187682,1.00,1.00
Hambantota,Okewela,42,0,0,0,19966,19966,19966,0,0,0,94.72594081,94.72594081,94.72594081,21078,1382,0,730,194,924,924,6.556599298,0,3.463326691,0.920390929,4.38371762,4.38371762,89.05968308,10.94031692,1.00,1.00
Ratnapura,Opanayake,79,0,8020,20499,0,28519,20499,0,27.67452755,70.73709343,0,98.41162098,70.73709343,28979,979,0,771,1763,2534,2534,3.37830843,0,2.660547293,6.083715794,8.744263087,8.744263087,87.87742848,12.12257152,2.00,2.00
Kilinochchi,Pachchilaipalli,164,0,1128,7811,2,8942,7813,0,14.93833919,103.4067175,0.025816463,118.3708731,103.432534,7554,447,0,94,21,115,115,5.917394758,0,1.244373842,0.277998411,1.522372253,1.522372253,92.56023299,7.439767011,1.00,2.00
Trincomalee,Padavi Sri Pura,114,446,11836,0,0,11836,0,3.552696666,94.19829422,0.00028222,0,94.19857644,0.00028222,12565,758,0,107,8,115,115,6.032630322,0,0.851571827,0.063668922,0.915240748,0.915240748,93.05212893,6.94787107,1.00,1.00
Anuradhapura,Padaviya,235,5551,16093,0,0,16093,0,25.6200824,74.27891056,0,0,74.27891056,0,21666,1210,0,112,2,114,114,5.584787224,0,0.516938983,0.009231053,0.526170036,0.526170036,93.88904274,6.11095726,1.00,1.00
Ampara,Padiyathalawa,377,123,9014,8224,0,17238,8224,0.708871805,51.88153096,47.33317964,0,99.21471061,47.33317964,17374,730,0,449,105,554,554,4.201680672,0,2.5843214,0.60435133,3.188672729,3.188672729,92.6096466,7.390353402,1.00,2.00
Colombo,Padukka,106,0,0,0,78659,78659,78659,0,0,0,99.60806795,99.60806795,99.60806795,78969,4096,0,4446,4633,9079,9079,5.186845471,0,5.630057364,5.866859147,11.49691651,11.49691651,83.31623802,16.68376198,2.00,1.00
Anuradhapura,Palagala,220,0,2671,29826,5110,37607,34936,0,7.167449326,80.0223105,13.70995137,100.8997112,93.73226188,37272,1894,0,572,91,663,663,5.081562567,0,1.534664091,0.244151105,1.778815196,1.778815196,93.13962224,6.860377763,1.00,2.00
Kalutara,Palindanuwara,284,0,0,631,55581,56212,56212,0,0,1.131088559,99.63503674,100.7661253,100.7661253,55785,1833,0,1908,1021,2929,2929,3.285829524,0,3.420274267,1.830241104,5.250515372,5.250515372,91.4636551,8.536344896,2.00,1.00
Puttalam,Pallama,121,0,0,0,25711,25711,25711,0,0,0,96.74869758,96.74869758,96.74869758,26575,1236,0,520,90,610,610,4.65098777,0,1.956726246,0.338664158,2.295390405,2.295390405,93.05362183,6.946378175,1.00,1.00
Matale,Pallepola,82,0,15518,16153,0,31671,16153,0,47.79275985,49.74978903,0,97.54254888,49.74978903,32469,1336,0,872,307,1179,1179,4.114694016,0,2.685638609,0.945517263,3.631155872,3.631155872,92.25415011,7.745849888,1.00,2.00
Anuradhapura,Palugaswewa,203,0,37,12567,1634,14239,14202,0,0.262550943,88.29101095,11.48210198,100.0356639,99.77311293,14234,707,0,272,63,335,335,4.966980469,0,1.910917521,0.44260222,2.353519741,2.353519741,92.67949979,7.320500211,1.00,2.00
Kalutara,Panadura,43,0,0,0,187936,187936,187936,0,0,0,91.5802473,91.5802473,91.5802473,205215,21879,0,10279,353,10632,10632,10.66150135,0,5.008893112,0.172014716,5.180907828,5.180907828,84.15759082,15.84240918,2.00,1.00
Kurunegala,Panduwasnuwara East,103,0,0,0,33734,33734,33734,0,0,0,97.77217359,97.77217359,97.77217359,34503,1924,0,668,161,829,829,5.576326696,0,1.936063531,0.46662609,2.402689621,2.402689621,92.02098368,7.979016317,1.00,1.00
Kurunegala,Panduwasnuwara West,181,0,0,0,62549,62549,62549,0,0,0,99.28668455,99.28668455,99.28668455,62998,4430,0,1304,228,1532,1532,7.031969269,0,2.069906981,0.361916251,2.431823232,2.431823232,90.5362075,9.463792501,1.00,1.00
Kurunegala,Pannala,282,0,0,677,132587,133264,133264,0,0,0.513263485,100.5408638,101.0541273,101.0541273,131874,8934,0,6290,1845,8135,8135,6.774648528,0,4.769704415,1.399062742,6.168767157,6.168767157,87.05658432,12.94341568,2.00,1.00
Kandy,Panvila,93,0,0,2144,24062,26205,26205,0,0,8.048611606,90.34970504,98.39831664,98.39831664,26632,1201,0,466,321,787,787,4.509612496,0,1.749774707,1.205316912,2.955091619,2.955091619,92.53529588,7.464704115,1.00,1.00
Kandy,Pasbagekorale,122,0,0,51073,10769,61842,61842,0,0,81.38787397,17.16087989,98.54875386,98.54875386,62753,2991,0,1711,3937,5648,5648,4.766305993,0,2.726562873,6.273803643,9.000366516,9.000366516,86.23332749,13.76667251,2.00,2.00
Matara,Pasgoda,154,0,0,62003,2,62005,62005,0,0,101.0821562,0.003224272,101.0853805,101.0853805,61339,2000,0,1887,1727,3614,3614,3.260568317,0,3.076346207,2.815500742,5.891846949,5.891846949,90.84758473,9.152415266,2.00,2.00
Badulla,Passara,135,0,30865,17032,0,47897,17032,0,63.00471402,34.76767252,0,97.77238654,34.76767252,48988,1544,0,357,273,630,630,3.151792276,0,0.728749898,0.557279334,1.286029232,1.286029232,95.56217849,4.437821507,1.00,2.00
Kandy,Pathadumbara,49,0,0,87114,6795,93908,93908,0,0,89.42882641,6.975579778,96.40440618,96.40440618,97411,4298,0,2735,9193,11928,11928,4.412232705,0,2.807691123,9.437332539,12.24502366,12.24502366,83.34274363,16.65725637,2.00,2.00
Kandy,Pathahewaheta,83,0,0,56751,5069,61820,61820,0,0,91.03543349,8.131191643,99.16662514,99.16662514,62340,3264,0,1262,1577,2839,2839,5.235803657,0,2.024382419,2.52967597,4.554058389,4.554058389,90.21013795,9.789862047,1.00,2.00
Ratnapura,Pelmadulla,147,0,489,88454,4220,93162,92673,0,0.518237205,93.78333259,4.473748434,98.77531823,98.25708102,94317,4274,0,3784,5520,9304,9304,4.53152666,0,4.012002078,5.852603454,9.864605532,9.864605532,85.60386781,14.39613219,2.00,2.00
Matara,Pitabaddara,137,0,1183,50353,29,51566,50383,0,2.219028185,94.42538616,0.054845469,96.69925982,94.48023163,53326,1532,0,1762,2263,4025,4025,2.872895023,0,3.304204328,4.24370851,7.547912838,7.547912838,89.57919214,10.42080786,2.00,2.00
Kurunegala,Polgahawela,97,0,0,23068,44721,67789,67789,0,0,32.79269911,63.57300574,96.36570485,96.36570485,70346,5965,0,3314,2619,5933,5933,8.479515537,0,4.710999915,3.723026185,8.4340261,8.4340261,83.08645836,16.91354164,2.00,2.00
Kurunegala,Polpitigama,413,0,5185,54003,22651,81839,76654,0,6.278064385,65.38784444,27.4257849,99.09169372,92.81362933,82589,3815,0,1571,341,1912,1912,4.619259223,0,1.902190364,0.412887915,2.315078279,2.315078279,93.0656625,6.934337503,1.00,2.00
Kandy,Poojapitiya,59,0,0,7038,55890,62928,62928,0,0,10.73720133,85.26192042,95.99912174,95.99912174,65551,2022,0,1322,1559,2881,2881,3.084621135,0,2.016750317,2.378300865,4.395051182,4.395051182,92.52032768,7.479672316,1.00,1.00
Kilinochchi,Poonakary,463,0,3265,6068,5,9338,6073,0,33.32402492,61.92623244,0.046281652,95.29653901,61.97251409,9799,659,0,141,28,169,169,6.725176038,0,1.438922339,0.285743443,1.724665782,1.724665782,91.55015818,8.449841821,1.00,2.00
Batticaloa,Porativu Pattu,155,1496,12541,15478,0,28019,15478,4.626166775,38.78510648,47.8700836,0,86.65519007,47.8700836,32334,2428,0,771,96,867,867,7.509123523,0,2.384486918,0.296901095,2.681388013,2.681388013,89.80948846,10.19051154,1.00,2.00
Ampara,Pottuvil,302,0,1712,28893,87,30692,28980,0,4.707000457,79.45194626,0.238963445,84.39791017,79.69090971,36366,2604,0,1021,5,1026,1026,7.160534565,0,2.807567508,0.013749106,2.821316614,2.821316614,90.01814882,9.98185118,1.00,2.00
Mullaitivu,Puthukkudiyiruppu,326,0,3257,3408,0,6665,3408,0,49.84430429,52.16265027,0,102.0069546,52.16265027,6534,378,0,81,11,92,92,5.785123967,0,1.239669421,0.168350168,1.40801959,1.40801959,92.80685644,7.193143557,1.00,2.00
Puttalam,Puttalam,166,0,0,83635,1213,84848,84848,0,0,94.45140128,1.370251716,95.82165299,95.82165299,88548,15266,0,3202,1026,4228,4228,17.24036681,0,3.616117812,1.15869359,4.774811402,4.774811402,77.98482179,22.01517821,1.00,2.00
Anuradhapura,Rajanganaya,98,0,0,11478,24542,36020,36020,0,0,30.66118943,65.56067136,96.22186078,96.22186078,37434,2060,0,726,163,889,889,5.503018646,0,1.939413368,0.435433029,2.374846396,2.374846396,92.12213496,7.877865042,1.00,2.00
Anuradhapura,Rambewa,306,5132,32493,2276,0,34769,2276,12.93861779,81.91489213,5.737695958,0,87.65258809,5.737695958,39667,2357,0,426,12,438,438,5.941966874,0,1.073940555,0.030251847,1.104192402,1.104192402,92.95384072,7.046159276,1.00,1.00
Kegalle,Rambukkana,128,0,0,15001,70850,85851,85851,0,0,16.8180793,79.4306813,96.2487606,96.2487606,89197,4134,0,4607,4437,9044,9044,4.634685023,0,5.164971916,4.974382546,10.13935446,10.13935446,85.22596051,14.77403949,2.00,1.00
Kurunegala,Rasnayakapura,125,0,0,0,24486,24486,24486,0,0,0,100.3293693,100.3293693,100.3293693,24406,1086,0,428,83,511,511,4.449725477,0,1.753667131,0.340080308,2.093747439,2.093747439,93.45652708,6.543472916,1.00,1.00
Colombo,Ratmalana,13,0,0,0,84458,84458,84458,0,0,0,94.53353328,94.53353328,94.53353328,89342,12491,0,260,0,260,260,13.98110631,0,0.291016543,0,0.291016543,0.291016543,85.72787715,14.27212285,1.00,1.00
Ratnapura,Ratnapura,331,71,29905,87178,8330,125413,95508,0.055352947,23.3453759,68.05552189,6.502694575,97.90359237,74.55821646,128098,3499,0,4994,19132,24126,24126,2.731502443,0,3.898577651,14.93544005,18.83401771,18.83401771,78.43447985,21.56552015,2.00,2.00
Matale,Rattota,104,0,30,8169,46150,54350,54319,0,0.055382357,14.89758899,84.15827351,99.11124486,99.0558625,54837,1880,0,1309,1991,3300,3300,3.428342178,0,2.387074421,3.630760253,6.017834674,6.017834674,90.55382315,9.446176851,2.00,1.00
Kurunegala,Rideegama,225,0,424,44664,50642,95730,95306,0,0.436643376,46.01732165,52.17552887,98.6294939,98.19285053,97060,5428,0,4024,2134,6158,6158,5.592417062,0,4.145889141,2.198640016,6.344529157,6.344529157,88.06305378,11.93694622,2.00,2.00
Badulla,Rideemaliyadda,429,14873,20482,18546,0,39028,18546,27.63558043,38.05606433,34.45987402,0,72.51593834,34.45987402,53820,2355,0,836,256,1092,1092,4.375696767,0,1.553325901,0.475659606,2.028985507,2.028985507,93.59531773,6.404682274,1.00,2.00
Kegalle,Ruwanwella,141,0,0,3751,66362,70112,70112,0,0,5.2967225,93.71941813,99.01614063,99.01614063,70809,1670,0,2188,10803,12991,12991,2.358457258,0,3.090002683,15.25653519,18.34653787,18.34653787,79.29500487,20.70499513,2.00,1.00
Ampara,Sainthamaruthu,3,0,0,17426,0,17426,17426,0,0,53.39165178,0,53.39165178,53.39165178,32638,1834,0,4557,180,4737,4737,5.619216864,0,13.96225259,0.551504381,14.51375697,14.51375697,79.86702617,20.13297383,2.00,2.00
Ampara,Sammanthurai,106,0,5735,60778,0,66513,60778,0,8.522559491,90.3171256,0,98.83968509,90.3171256,67294,3813,0,928,47,975,975,5.666181235,0,1.37902339,0.069842779,1.448866169,1.448866169,92.8849526,7.115047404,1.00,2.00
Colombo,Seethawaka,146,0,0,0,130399,130399,130399,0,0,0,97.83205615,97.83205615,97.83205615,133289,4810,0,7105,22132,29237,29237,3.608699893,0,5.330522399,16.604521,21.9350434,21.9350434,74.45625671,25.54374329,2.00,1.00
Trincomalee,Seruvila,293,0,15510,714,0,16223,714,0,95.59085148,4.39836264,0,99.98921412,4.39836264,16225,1233,0,392,62,454,454,7.599383667,0,2.416024653,0.382126348,2.798151002,2.798151002,89.60246533,10.39753467,1.00,1.00
Monaragala,Sevanagala,181,0,0,16,46227,46243,46243,0,0,0.034713159,99.34802968,99.38274284,99.38274284,46530,1949,0,1189,856,2045,2045,4.188695465,0,2.55534064,1.839673329,4.395013969,4.395013969,91.41629057,8.583709435,1.00,1.00
Monaragala,Siyambalanduwa,1056,666,24080,25434,0,49514,25434,1.34603518,48.70290557,51.44185908,0,100.1447647,51.44185908,49442,1978,0,922,323,1245,1245,4.000647223,0,1.864811294,0.653290724,2.518102019,2.518102019,93.48125076,6.518749242,1.00,2.00
Hambantota,Sooriyawewa,191,0,0,18357,30817,49174,49174,0,0,36.97059556,62.06414229,99.03473785,99.03473785,49653,2756,0,1084,462,1546,1546,5.550520613,0,2.183151068,0.930457374,3.113608443,3.113608443,91.33587094,8.664129056,1.00,2.00
Badulla,Soranathota,81,0,8929,14604,0,23533,14604,0,38.18246846,62.44976532,0,100.6322338,62.44976532,23385,729,0,250,162,412,412,3.117382938,0,1.069061364,0.692751764,1.761813128,1.761813128,95.12080393,4.879196066,1.00,2.00
Colombo,Sri Jayawardanapura Kotte,16,0,0,0,104516,104516,104516,0,0,0,93.08795556,93.08795556,93.08795556,112277,5806,0,11058,50241,61299,61299,5.171139236,0,9.848855954,44.74736589,54.59622184,54.59622184,40.23263892,59.76736108,2.00,1.00
Hambantota,Tangalle,150,0,0,8931,62239,71170,71170,0,0,11.20225306,78.06513144,89.2673845,89.2673845,79727,4478,0,2596,1231,3827,3827,5.616666876,0,3.25611148,1.544018965,4.800130445,4.800130445,89.58320268,10.41679732,1.00,1.00
Anuradhapura,Thalawa,227,0,0,35563,28403,63966,63966,0,0,54.59019898,43.59913872,98.1893377,98.1893377,65146,3655,0,1118,89,1207,1207,5.610474933,0,1.716145274,0.136616216,1.85276149,1.85276149,92.53676358,7.463236423,1.00,2.00
Polonnaruwa,Thamankaduwa,442,0,6072,79652,1181,86905,80833,0,7.077885752,92.84799203,1.376718503,101.3025963,94.22471053,85788,6268,0,5056,2369,7425,7425,7.306383177,0,5.893598172,2.761458479,8.655056651,8.655056651,84.03856017,15.96143983,2.00,2.00
Trincomalee,Thambalagamuwa,273,0,20118,5912,0,26030,5912,0,76.1859514,22.38766903,0,98.57362042,22.38766903,26407,2901,0,335,12,347,347,10.98572348,0,1.268603022,0.045442496,1.314045518,1.314045518,87.700231,12.299769,1.00,2.00
Anuradhapura,Thambuththegama,113,0,0,1431,45094,46525,46525,0,0,2.969630957,93.58252479,96.55215575,96.55215575,48186,3600,0,851,75,926,926,7.471049682,0,1.766073133,0.155646868,1.921720002,1.921720002,90.60723032,9.392769684,1.00,1.00
Monaragala,Thanamalwila,615,0,0,3882,21957,25838,25838,0,0,15.81675855,89.46517173,105.2819303,105.2819303,24542,1152,0,635,322,957,957,4.69399397,0,2.58740119,1.312036509,3.899437699,3.899437699,91.40656833,8.593431668,1.00,1.00
Galle,Thawalama,174,0,0,17468,15283,32752,32752,0,0,53.66578809,46.95352678,100.6193149,100.6193149,32550,834,0,878,1282,2160,2160,2.562211982,0,2.697388633,3.938556068,6.6359447,6.6359447,90.80184332,9.198156682,2.00,2.00
Jaffna,Thenmaradchi (Chavakachcheri),208,0,0,39015,30727,69742,69742,0,0,55.21611,43.48578176,98.70189176,98.70189176,70659,5713,0,1375,183,1558,1558,8.085311142,0,1.945965836,0.258990362,2.204956198,2.204956198,89.70973266,10.29026734,1.00,2.00
Matara,Thihagoda,53,0,0,2694,36979,39673,39673,0,0,7.081756461,97.21122639,104.2929828,104.2929828,38040,4019,0,2565,306,2871,2871,10.56519453,0,6.742902208,0.804416404,7.547318612,7.547318612,81.88748686,18.11251314,2.00,1.00
Colombo,Thimbirigasyaya,22,0,0,0,191003,191003,191003,0,0,0,82.98298508,82.98298508,82.98298508,230171,46565,0,24647,1128,25775,25775,20.23061115,0,10.7081257,0.490070426,11.19819612,11.19819612,68.57119272,31.42880728,2.00,1.00
Anuradhapura,Thirappane,272,0,0,27027,769,27796,27796,0,0,96.34248206,2.741469337,99.0839514,99.0839514,28053,1425,0,342,22,364,364,5.079670623,0,1.21912095,0.078422985,1.297543935,1.297543935,93.62278544,6.377214558,1.00,2.00
Hambantota,Thissamaharama,784,0,2238,67934,0,70172,67934,0,3.057943274,92.82670575,0,95.88464902,92.82670575,73184,6058,0,3113,829,3942,3942,8.277765632,0,4.253662003,1.132761259,5.386423262,5.386423262,86.33581111,13.66418889,2.00,2.00
Mullaitivu,Thunukkai,325,0,2517,238,0,2755,238,0,98.9087581,9.347897119,0,108.2566552,9.347897119,2545,121,0,8,0,8,8,4.754420432,0,0.314341847,0,0.314341847,0.314341847,94.93123772,5.068762279,1.00,1.00
Ampara,Tirukkovil,197,36,22546,1929,0,24475,1929,0.142954969,88.43585594,7.56612828,0,96.00198422,7.56612828,25494,1846,0,779,40,819,819,7.240919432,0,3.05562093,0.156899663,3.212520593,3.212520593,89.54655997,10.45344003,1.00,1.00
Trincomalee,Town & Gravets,128,0,76637,0,0,76637,0,0,77.19711096,0,0,77.19711096,0,99275,6830,0,861,345,1206,1206,6.879879124,0,0.867287837,0.347519516,1.214807353,1.214807353,91.90531352,8.094686477,1.00,1.00
Kandy,Tumpane,51,0,0,5656,33532,39187,39187,0,0,13.74645557,81.50189213,95.2483477,95.2483477,41142,1329,0,884,703,1587,1587,3.230275631,0,2.148655875,1.708716154,3.857372029,3.857372029,92.91235234,7.087647659,1.00,1.00
Kandy,Udapalatha,94,0,0,19882,72250,92132,92132,0,0,19.83195028,72.06666495,91.89861523,91.89861523,100254,2630,0,2501,14254,16755,16755,2.623336725,0,2.494663555,14.21788657,16.71255012,16.71255012,80.66411315,19.33588685,2.00,1.00
Kurunegala,Udubaddawa,120,0,0,399,54905,55304,55304,0,0,0.700908147,96.35996869,97.06087684,97.06087684,56979,3980,0,1940,321,2261,2261,6.985029572,0,3.404763158,0.56336545,3.968128609,3.968128609,89.04684182,10.95315818,1.00,1.00
Kandy,Ududumbara,272,121,16596,3132,0,19729,3132,0.607166967,82.93982599,15.65371281,0,98.5935388,15.65371281,20010,559,0,219,199,418,418,2.793603198,0,1.094452774,0.994502749,2.088955522,2.088955522,95.11744128,4.882558721,1.00,1.00
Kandy,Udunuwara,69,0,0,12699,104608,117307,117307,0,0,10.30058839,84.85216936,95.15275775,95.15275775,123283,5328,0,3219,3430,6649,6649,4.321763747,0,2.611065597,2.782216526,5.393282123,5.393282123,90.28495413,9.71504587,2.00,1.00
Ampara,Uhana,526,3695,53493,2921,0,56414,2921,6.211954665,89.93627749,4.910926813,0,94.84720431,4.910926813,59479,4249,0,930,110,1040,1040,7.143697776,0,1.563577061,0.184939222,1.748516283,1.748516283,91.10778594,8.892214059,1.00,1.00
Matale,Ukuwela,79,0,0,333,77242,77575,77575,0,0,0.433137453,100.4739928,100.9071302,100.9071302,76878,2672,0,4017,3205,7222,7222,3.475636723,0,5.225161945,4.168943001,9.394104945,9.394104945,87.13025833,12.86974167,2.00,1.00
Badulla,Uvaparanagama,138,0,25884,52409,214,78507,52623,0,32.28044984,65.35894962,0.26704661,97.90644607,65.62599623,80186,3010,0,1213,1445,2658,2658,3.753772479,0,1.512732896,1.80206021,3.314793106,3.314793106,92.93143441,7.068565585,1.00,2.00
Jaffna,Vadamaradchchi East,155,0,1820,5094,0,6914,5094,0,19.61872942,54.91315855,0,74.53188797,54.91315855,9276,718,0,66,0,66,66,7.740405347,0,0.711513583,0,0.711513583,0.711513583,91.54808107,8.451918931,1.00,2.00
Jaffna,Vadamaradchchi South-West (Karaveddy),68,0,0,46997,1096,48093,48093,0,0,105.7585238,2.465830493,108.2243543,108.2243543,44438,4626,0,2125,151,2276,2276,10.41000945,0,4.781943382,0.339799271,5.121742653,5.121742653,84.4682479,15.5317521,2.00,2.00
Jaffna,Vadamaradchi North (Point Pedro),39,0,0,39554,43,39597,39597,0,0,75.03792267,0.081749667,75.11967234,75.11967234,52712,5336,0,445,116,561,561,10.12293216,0,0.844210047,0.220063743,1.06427379,1.06427379,88.81279405,11.18720595,1.00,2.00
Jaffna,Valikamam East (Kopay),97,0,0,66386,10074,76460,76460,0,0,87.89802637,13.33860367,101.23663,101.23663,75526,13339,0,2372,219,2591,2591,17.66146757,0,3.140640309,0.289966369,3.430606678,3.430606678,78.90792575,21.09207425,1.00,2.00
Jaffna,Valikamam North (Thllippalai),61,0,5075,28045,0,33120,28045,0,14.47723344,80.00571679,0,94.48295023,80.00571679,35054,6251,0,1882,669,2551,2551,17.83248702,0,5.368859474,1.908484053,7.277343527,7.277343527,74.89016945,25.10983055,2.00,2.00
Jaffna,Valikamam South (Uduvil),33,0,4932,49571,0,54503,49571,0,8.476228111,85.19429005,0,93.67051816,85.19429005,58186,7027,0,2281,420,2701,2701,12.07678823,0,3.920186987,0.721823119,4.642010106,4.642010106,83.28120166,16.71879834,1.00,2.00
Jaffna,Valikamam South West (Sandilipay),46,0,21757,29153,0,50910,29153,0,41.73399174,55.9223011,0,97.65629284,55.9223011,52132,5932,0,1094,111,1205,1205,11.37880764,0,2.098519144,0.212921047,2.31144019,2.31144019,86.30975217,13.69024783,1.00,2.00
Jaffna,Valikamam West (Chankanai),48,0,36416,5412,0,41827,5412,0,79.84303751,11.86544193,0,91.70847945,11.86544193,45609,4225,0,756,145,901,901,9.26352255,0,1.657567585,0.317919709,1.975487294,1.975487294,88.76099016,11.23900984,1.00,1.00
