ADM2_EN,ADM3_EN,Area,pop_mild_dro,pop_mod_dro,pop_sev_dro,pop_ex_dro,pop_mse_dro,pop_se_dro,pct_mild_dro,pct_mod_dr,pct_sev_dro,pct_ex_dro,pct_mse_dro,pct_se_dr,pop2020,pop_low,pop_mod,pop_high,pop_vhigh,pop_risk,pop_hvhigh,pct_low,pct_mod,pct_high,pct_vhigh,pct_risk,pvt_hvhigh,pct_norisk,pct_hverisk,flood_high_cat,drought_sev_cat
Colombo,Homagama,120,0,0,0,286255,286255,286255,0,0,0,97.2252816,97.2252816,97.2252816,294424,23309,0,15608,13065,28673,28673,7.916813847,0,5.301198272,4.437477923,9.738676195,9.738676195,82.34450996,17.65549004,2.00,1.00
Kalutara,Horana,111,0,0,0,132391,132391,132391,0,0,0,97.83933205,97.83933205,97.83933205,135315,11063,0,7156,3453,10609,10609,8.175738093,0,5.288401138,2.551823523,7.840224661,7.840224661,83.98403725,16.01596275,2.00,1.00
Anuradhapura,Horowpathana,826,14089,21337,110,0,21446,110,40.59078234,61.47305659,0.316087471,0,61.78914406,0.316087471,34709,1715,0,635,121,756,756,4.941081564,0,1.829496672,0.348612752,2.178109424,2.178109424,92.88080901,7.119190988,1.00,1.00
Kurunegala,Ibbagamuwa,214,0,4361,81553,6882,92796,88435,0,4.665774029,87.25642859,7.363130703,99.28533332,94.61955929,93464,6107,0,3179,1038,4217,4217,6.534066592,0,3.401309595,1.110588034,4.511897629,4.511897629,88.95403578,11.04596422,1.00,2.00
Galle,Imaduwa,58,0,0,4779,42104,46883,46883,0,0,9.680394178,85.28063861,94.96103279,94.96103279,49371,4260,0,2081,935,3016,3016,8.628547123,0,4.215025015,1.89382431,6.108849325,6.108849325,85.26260355,14.73739645,2.00,1.00
Ratnapura,Imbulpe,259,21722,35476,6383,20,41880,6404,34.58492604,56.48328945,10.16341936,0.032577975,66.67928679,10.19599734,62808,2089,0,1555,1349,2904,2904,3.326009426,0,2.475799261,2.147815565,4.623614826,4.623614826,92.05037575,7.949624252,1.00,1.00
Kalutara,Ingiriya,95,0,0,0,59425,59425,59425,0,0,0,96.7758206,96.7758206,96.7758206,61405,2694,0,3329,3607,6936,6936,4.387264881,0,5.421382624,5.874114486,11.29549711,11.29549711,84.31723801,15.68276199,2.00,1.00
Anuradhapura,Ipalogama,141,0,765,43569,0,44335,43569,0,1.714965467,97.6434643,0,99.35842977,97.6434643,44621,2537,0,938,239,1177,1177,5.685663701,0,2.102149212,0.535622241,2.637771453,2.637771453,91.67656485,8.323435154,1.00,2.00
Ampara,Irakkamam,63,137,14657,0,0,14657,0,0.943347497,100.5737057,0,0,100.5737057,0,14573,1563,0,649,34,683,683,10.72531394,0,4.453441296,0.233308173,4.686749468,4.686749468,84.5879366,15.4120634,1.00,1.00
Jaffna,Islands North (Kayts),32,0,9768,0,0,9768,0,0,81.83101971,0,0,81.83101971,0,11937,887,0,132,10,142,142,7.430677725,0,1.105805479,0.083773142,1.189578621,1.189578621,91.37974365,8.620256346,1.00,1.00
Jaffna,Islands South (Velanai),85,0,13051,3306,0,16356,3306,0,65.01235213,16.46796003,0,81.48031217,16.46796003,20074,1212,0,136,18,154,154,6.037660656,0,0.677493275,0.089668228,0.767161502,0.767161502,93.19517784,6.804822158,1.00,1.00
Gampaha,Ja Ela,62,0,0,0,197651,197651,197651,0,0,0,90.20026332,90.20026332,90.20026332,219125,34379,0,6886,1639,8525,8525,15.68921848,0,3.142498574,0.7479749,3.890473474,3.890473474,80.42030804,19.57969196,1.00,1.00
Jaffna,Jaffna,11,0,0,37171,2436,39607,39607,0,0,69.59118441,4.561213573,74.15239799,74.15239799,53413,8419,0,255,22,277,277,15.76208039,0,0.477411866,0.041188475,0.518600341,0.518600341,83.71931927,16.28068073,1.00,2.00
Matara,Kaburupitiya,57,0,0,13570,29165,42735,42735,0,0,30.50898479,65.56791535,96.07690013,96.07690013,44480,2893,0,2728,1676,4404,4404,6.504046763,0,6.133093525,3.767985612,9.901079137,9.901079137,83.5948741,16.4051259,2.00,2.00
Colombo,Kaduwela,86,0,0,0,296037,296037,296037,0,0,0,100.173606,100.173606,100.173606,295524,21030,0,30102,77705,107807,107807,7.116173306,0,10.18597474,26.29397274,36.47994748,36.47994748,56.40387921,43.59612079,2.00,1.00
Anuradhapura,Kahatagasdigiliya,369,6927,27997,10417,0,38415,10417,15.5682798,62.92081378,23.41180224,0,86.33261602,23.41180224,44496,2260,0,393,22,415,415,5.079108234,0,0.883225458,0.049442647,0.932668105,0.932668105,93.98822366,6.011776339,1.00,2.00
Ratnapura,Kahawattha,104,0,2747,41899,0,44646,41899,0,6.052901402,92.31647324,0,98.36937464,92.31647324,45386,1427,0,1246,1373,2619,2619,3.144141365,0,2.745339973,3.025161944,5.770501917,5.770501917,91.08535672,8.914643282,2.00,2.00
Ratnapura,Kalawana,382,0,5767,31218,13969,50955,45188,0,11.50386855,62.27353697,27.86551266,101.6429182,90.13904964,50131,1305,0,1310,1041,2351,2351,2.603179669,0,2.613153538,2.076559414,4.689712952,4.689712952,92.70710738,7.292892621,1.00,2.00
Ampara,Kalmunai,21,0,0,69199,0,69199,69199,0,0,95.66553833,0,95.66553833,95.66553833,72334,2735,0,1533,0,1533,1533,3.781071142,0,2.119335306,0,2.119335306,2.119335306,94.09959355,5.900406448,1.00,2.00
Puttalam,Kalpitiya,144,0,0,20115,55258,75373,75373,0,0,22.81455124,62.6749,85.48945124,85.48945124,88166,7896,0,2128,477,2605,2605,8.955833314,0,2.413628837,0.541024885,2.954653721,2.954653721,88.08951296,11.91048704,1.00,2.00
Kalutara,Kalutara,73,0,0,0,164846,164846,164846,0,0,0,96.59071801,96.59071801,96.59071801,170664,16745,0,7008,1496,8504,8504,9.811676745,0,4.106314161,0.876576197,4.982890358,4.982890358,85.2054329,14.7945671,1.00,1.00
Kilinochchi,Kandavalai,264,0,2372,7841,210,10423,8052,0,20.85006641,68.93547296,1.846964339,91.63250371,70.7824373,11375,803,0,67,6,73,73,7.059340659,0,0.589010989,0.052747253,0.641758242,0.641758242,92.2989011,7.701098901,1.00,2.00
Badulla,Kandeketiya,150,2451,10990,9217,49,20256,9266,10.69119549,47.93917719,40.20861644,0.212859658,88.36065328,40.42147609,22924,759,0,552,313,865,865,3.310940499,0,2.407956727,1.36538126,3.773337986,3.773337986,92.91572151,7.084278485,1.00,2.00
Trincomalee,Kantale,398,0,46931,0,0,46931,0,0,99.65200511,0,0,99.65200511,0,47095,4350,0,839,430,1269,1269,9.236649326,0,1.781505468,0.913048094,2.694553562,2.694553562,88.06879711,11.93120289,1.00,1.00
Kilinochchi,Karachchi,391,0,23890,11594,0,35483,11594,0,67.17899106,32.60256922,0,99.78156028,32.60256922,35561,2470,0,580,65,645,645,6.945811423,0,1.631000253,0.182784511,1.813784764,1.813784764,91.24040381,8.759596187,1.00,2.00
Jaffna,Karainagar,23,0,10998,0,0,10998,0,0,91.42687886,0,0,91.42687886,0,12029,826,0,197,16,213,213,6.866738715,0,1.63770887,0.133011888,1.770720758,1.770720758,91.36254053,8.637459473,1.00,1.00
Ampara,Karaitivu,10,0,0,19705,0,19705,19705,0,0,114.0008055,0,114.0008055,114.0008055,17285,2475,0,1238,0,1238,1238,14.3187735,0,7.162279433,0,7.162279433,7.162279433,78.51894706,21.48105294,2.00,2.00
Galle,Karandeniya,88,0,0,26180,45956,72136,72136,0,0,38.03221016,66.76045722,104.7926674,104.7926674,68837,6685,0,3416,979,4395,4395,9.711347095,0,4.962447521,1.42220027,6.384647791,6.384647791,83.90400511,16.09599489,2.00,2.00
Puttalam,Karuwalagaswewa,497,0,0,12549,7240,19789,19789,0,0,62.98439562,36.33773461,99.32213022,99.32213022,19924,933,0,251,24,275,275,4.68279462,0,1.259787191,0.120457739,1.380244931,1.380244931,93.93696045,6.06303955,1.00,2.00
Gampaha,Katana,106,0,0,41444,203939,245382,245382,0,0,16.74864629,82.41778088,99.16642717,99.16642717,247445,34786,0,12103,5807,17910,17910,14.05807351,0,4.891187941,2.346784134,7.237972075,7.237972075,78.70395441,21.29604559,2.00,1.00
Monaragala,Katharagama,608,0,366,17181,0,17546,17181,0,2.068373437,97.18072794,0,99.24910137,97.18072794,17679,1402,0,1486,304,1790,1790,7.9303128,0,8.405452797,1.719554273,10.12500707,10.12500707,81.94468013,18.05531987,2.00,2.00
Batticaloa,Kattankudy,4,0,0,19249,0,19249,19249,0,0,49.01837551,0,49.01837551,49.01837551,39269,7255,0,0,0,0,0,18.47513306,0,0,0,0,0,81.52486694,18.47513306,1.00,2.00
Hambantota,Katuwana,105,0,0,42476,6095,48570,48570,0,0,83.50189699,11.98125742,95.48315442,95.48315442,50868,2286,0,1423,1096,2519,2519,4.49398443,0,2.797436502,2.15459621,4.952032712,4.952032712,90.55398286,9.446017142,1.00,2.00
Anuradhapura,Kebithigollewa,613,13244,5192,0,0,5192,0,71.05395239,27.85528255,0,0,27.85528255,0,18639,1012,0,166,13,179,179,5.42947583,0,0.890605719,0.069746231,0.96035195,0.96035195,93.61017222,6.38982778,1.00,1.00
Kegalle,Kegalle,106,0,3360,73962,14078,91400,88040,0,3.563724463,78.44627812,14.93129893,96.94130151,93.37757705,94284,3829,0,2207,3417,5624,5624,4.061134445,0,2.340800136,3.624156803,5.964956939,5.964956939,89.97390862,10.02609138,2.00,2.00
Anuradhapura,Kekirawa,333,0,1159,56838,7161,65159,64000,0,1.789939579,87.74314344,11.05515834,100.5882414,98.79830178,64778,4149,0,854,113,967,967,6.404952299,0,1.318348822,0.17444194,1.492790762,1.492790762,92.10225694,7.897743061,1.00,2.00
Gampaha,Kelaniya,22,0,0,0,161022,161022,161022,0,0,0,108.3211165,108.3211165,108.3211165,148652,22482,0,50986,2900,53886,53886,15.12391357,0,34.29889944,1.950865108,36.24976455,36.24976455,48.62632188,51.37367812,2.00,1.00
Colombo,Kesbewa,59,0,0,0,282091,282091,282091,0,0,0,100.053715,100.053715,100.053715,281940,55028,0,14276,451,14727,14727,19.51762786,0,5.063488686,0.159963113,5.223451798,5.223451798,75.25892034,24.74107966,2.00,1.00
Trincomalee,Kinniya,149,0,50078,5801,0,55879,5801,0,77.17603313,8.940454901,0,86.11648803,8.940454901,64888,2721,0,2721,602,3323,3323,4.193379361,0,4.193379361,0.927752435,5.121131796,5.121131796,90.68548884,9.314511158,2.00,1.00
Ratnapura,Kiriella,79,0,0,0,33842,33842,33842,0,0,0,96.23502507,96.23502507,96.23502507,35166,1007,0,1006,1450,2456,2456,2.863561395,0,2.860717739,4.123300916,6.984018654,6.984018654,90.15241995,9.847580049,2.00,1.00
Matara,Kirinda Puhulwella,42,0,0,0,20303,20303,20303,0,0,0,95.97508329,95.97508329,95.97508329,21154,1214,0,783,442,1225,1225,5.738867354,0,3.701427626,2.08943935,5.790866976,5.790866976,88.47026567,11.52973433,2.00,1.00
Kurunegala,Kobeigane,130,0,0,0,38566,38566,38566,0,0,0,97.22742605,97.22742605,97.22742605,39666,2643,0,911,205,1116,1116,6.663137196,0,2.296677255,0.516815409,2.813492664,2.813492664,90.52337014,9.476629859,1.00,1.00
Ratnapura,Kolonna,178,0,27770,18714,0,46484,18714,0,58.60217326,39.49208423,0,98.09425749,39.49208423,47387,1387,0,774,509,1283,1283,2.926963091,0,1.63335936,1.074134256,2.707493616,2.707493616,94.36554329,5.634456708,1.00,2.00
Colombo,Kolonnawa,26,0,0,0,225564,225564,225564,0,0,0,96.38245111,96.38245111,96.38245111,234030,6511,0,58980,116707,175687,175687,2.78212195,0,25.20189719,49.86839294,75.07029013,75.07029013,22.14758792,77.85241208,2.00,1.00
Batticaloa,Koralai Pattu,30,0,0,26730,0,26730,26730,0,0,120.0483307,0,120.0483307,120.0483307,22266,1686,0,269,92,361,361,7.572082996,0,1.208120004,0.413186024,1.621306027,1.621306027,90.80661098,9.193389024,1.00,2.00
Batticaloa,Koralai Pattu Central,8,0,4,17498,0,17502,17498,0,0.014803717,67.06577055,0,67.08057427,67.06577055,26091,3273,0,373,174,547,547,12.54455559,0,1.429611744,0.666896631,2.096508375,2.096508375,85.35893603,14.64106397,1.00,2.00
Batticaloa,Koralai Pattu North,509,606,14769,2564,0,17333,2564,3.266849237,79.61901248,13.82349713,0,93.44250962,13.82349713,18549,1255,0,536,37,573,573,6.765863389,0,2.889643647,0.19947167,3.089115316,3.089115316,90.14502129,9.854978705,1.00,1.00
Batticaloa,Koralai Pattu South,593,1196,5260,18584,0,23844,18584,4.384249588,19.28354106,68.12965092,0,87.41319198,68.12965092,27277,2961,0,951,422,1373,1373,10.85529934,0,3.486453789,1.547090956,5.033544745,5.033544745,84.11115592,15.88884408,1.00,2.00
Batticaloa,Koralai Pattu West,23,0,127,12438,0,12565,12438,0,0.572557855,56.03009806,0,56.60265592,56.03009806,22198,5331,0,513,128,641,641,24.01567709,0,2.311019011,0.576628525,2.887647536,2.887647536,73.09667538,26.90332462,1.00,2.00
Matara,Kotapola,179,0,2016,60122,0,62138,60122,0,3.216481674,95.92144584,0,99.13792752,95.92144584,62678,1883,0,2488,3072,5560,5560,3.004243913,0,3.969494879,4.901241265,8.870736143,8.870736143,88.12501994,11.87498006,2.00,2.00
Kurunegala,Kotawehera,186,0,0,0,23620,23620,23620,0,0,0,100.6101218,100.6101218,100.6101218,23477,1029,0,195,6,201,201,4.383013162,0,0.830600162,0.025556928,0.85615709,0.85615709,94.76082975,5.239170252,1.00,1.00
Nuwara Eliya,Kothmale,225,0,503,82094,22133,104731,104228,0,0.472365959,77.12945849,20.79489531,98.39671976,97.9243538,106437,5572,0,1682,1707,3389,3389,5.235021656,0,1.580277535,1.603765608,3.184043143,3.184043143,91.5809352,8.419064799,1.00,2.00
Trincomalee,Kuchchaweli,405,16,24911,3691,0,28602,3691,0.047728986,72.40980201,10.72761429,0,83.1374163,10.72761429,34403,2128,0,1051,142,1193,1193,6.185507078,0,3.054966137,0.412754702,3.467720838,3.467720838,90.34677208,9.653227916,1.00,1.00
Kurunegala,Kuliyapitiya East,114,0,0,0,59631,59631,59631,0,0,0,97.90326881,97.90326881,97.90326881,60908,3871,0,1479,325,1804,1804,6.355486964,0,2.428252446,0.533591646,2.961844093,2.961844093,90.68266894,9.317331057,1.00,1.00
Kurunegala,Kuliyapitiya West,165,0,0,0,81804,81804,81804,0,0,0,97.91781922,97.91781922,97.91781922,83544,5220,0,3362,1049,4411,4411,6.248204539,0,4.024226755,1.255625778,5.279852533,5.279852533,88.47194293,11.52805707,2.00,1.00
Kandy,Kundasale,81,0,0,96214,46052,142265,142265,0,0,64.18570629,30.72180436,94.90751065,94.90751065,149899,6777,0,4628,9097,13725,13725,4.52104417,0,3.087412191,6.06875296,9.156165151,9.156165151,86.32279068,13.67720932,2.00,2.00
Kurunegala,Kurunegala,98,0,0,23178,54131,77308,77308,0,0,29.01706278,67.76857612,96.7856389,96.7856389,79876,6154,0,5224,1522,6746,6746,7.704441885,0,6.540137213,1.905453453,8.445590666,8.445590666,83.84996745,16.15003255,2.00,2.00
Ratnapura,Kuruvita,168,0,0,13812,84300,98111,98111,0,0,13.63952768,83.24920341,96.88873109,96.88873109,101262,5241,0,5441,4548,9989,9989,5.175682882,0,5.373190338,4.491319547,9.864509885,9.864509885,84.95980723,15.04019277,2.00,1.00
Matale,Laggala,370,9,7387,876,5,8268,881,0.113830858,94.04088979,11.15322035,0.061224371,105.2553345,11.21444472,7855,261,0,130,71,201,201,3.322724379,0,1.654996817,0.903882877,2.558879694,2.558879694,94.11839593,5.881604074,1.00,1.00
Ampara,Lahugala,808,0,3,2963,3276,6243,6240,0,0.058242083,50.90768074,56.28457959,107.2505024,107.1922603,5821,510,0,313,35,348,348,8.761381206,0,5.377082975,0.601271259,5.978354235,5.978354235,85.26026456,14.73973544,2.00,2.00
Polonnaruwa,Lankapura,197,0,27081,7921,1,35003,7922,0,75.37395863,22.0458693,0.002838655,97.42266659,22.04870795,35929,2542,0,1201,172,1373,1373,7.075064711,0,3.342703666,0.478721924,3.821425589,3.821425589,89.1035097,10.8964903,1.00,2.00
Badulla,Lunugala,143,0,25213,5537,0,30750,5537,0,82.00179239,18.00827958,0,100.010072,18.00827958,30747,847,0,489,348,837,837,2.7547403,0,1.590399063,1.131817738,2.722216802,2.722216802,94.5230429,5.476957102,1.00,1.00
Hambantota,Lunugamwehera,279,0,0,30902,1685,32587,32587,0,0,92.29565393,5.03393282,97.32958675,97.32958675,33481,1837,0,530,41,571,571,5.486693946,0,1.582987366,0.122457513,1.705444879,1.705444879,92.80786117,7.192138825,1.00,2.00
Puttalam,Madampe,92,0,0,0,53047,53047,53047,0,0,0,102.7703043,102.7703043,102.7703043,51617,5681,0,2508,486,2994,2994,11.00606389,0,4.858864328,0.941550264,5.800414592,5.800414592,83.19352151,16.80647849,2.00,1.00
Mannar,Madhu,565,90,2211,4230,0,6441,4230,1.379356478,34.03618916,65.11055373,0,99.14674289,65.11055373,6496,716,0,70,19,89,89,11.02216749,0,1.077586207,0.292487685,1.370073892,1.370073892,87.60775862,12.39224138,1.00,2.00
Monaragala,Madulla,702,6504,19851,2026,0,21877,2026,23.50006023,71.72536908,7.319776026,0,79.04514511,7.319776026,27677,1092,0,545,159,704,704,3.945514326,0,1.969144055,0.574484229,2.543628283,2.543628283,93.51085739,6.489142609,1.00,1.00
Kalutara,Madurawala,62,0,0,623,38854,39477,39477,0,0,1.545736431,96.45231707,97.9980535,97.9980535,40283,1352,0,2545,5100,7645,7645,3.356254499,0,6.317801554,12.66042748,18.97822903,18.97822903,77.66551647,22.33448353,2.00,1.00
Puttalam,Mahakumbukkadawala,184,0,0,3938,16996,20934,20934,0,0,18.38170945,79.32357361,97.70528305,97.70528305,21426,972,0,218,14,232,232,4.536544385,0,1.017455428,0.065341174,1.082796602,1.082796602,94.38065901,5.619340988,1.00,1.00
Ampara,Mahaoya,669,276,18294,799,0,19093,799,1.444977323,95.91489697,4.190789453,0,100.1056864,4.190789453,19073,787,0,456,86,542,542,4.12625177,0,2.39081424,0.450899177,2.841713417,2.841713417,93.03203481,6.967965186,1.00,1.00
Gampaha,Mahara,96,0,0,0,238711,238711,238711,0,0,0,94.09261261,94.09261261,94.09261261,253698,22695,0,22480,16084,38564,38564,8.945675567,0,8.860929136,6.339821362,15.2007505,15.2007505,75.85357393,24.14642607,2.00,1.00
Colombo,Maharagama,38,0,0,0,202304,202304,202304,0,0,0,90.72560469,90.72560469,90.72560469,222984,38772,0,14025,6808,20833,20833,17.38779464,0,6.289688946,3.053133857,9.342822803,9.342822803,73.26938256,26.73061744,2.00,1.00
Puttalam,Mahawewa,73,0,0,36,47545,47581,47581,0,0,0.068281778,89.22873011,89.29701189,89.29701189,53284,3707,0,2526,347,2873,2873,6.957060281,0,4.740635087,0.651227385,5.391862473,5.391862473,87.65107725,12.34892275,2.00,1.00
Anuradhapura,Mahawilachchiya,611,0,2372,17998,575,20946,18574,0,11.58500778,87.90420076,2.810672712,102.2998813,90.71487348,20475,874,0,175,25,200,200,4.268620269,0,0.854700855,0.122100122,0.976800977,0.976800977,94.75457875,5.245421245,1.00,2.00
Badulla,Mahiyanganaya,570,3769,27972,46888,1650,76511,48538,4.635364201,34.40030913,57.6631499,2.029467576,94.0929266,59.69261747,81314,4029,0,3390,3987,7377,7377,4.954866321,0,4.169023784,4.903214699,9.072238483,9.072238483,85.9728952,14.0271048,2.00,2.00
Kurunegala,Maho,261,0,0,56452,6920,63372,63372,0,0,89.52265757,10.97374459,100.4964022,100.4964022,63059,3393,0,943,220,1163,1163,5.380675241,0,1.49542492,0.348879621,1.84430454,1.84430454,92.77502022,7.224979781,1.00,2.00
Matara,Malimbada,43,0,0,5844,30452,36296,36296,0,0,16.15536229,84.1785892,100.3339515,100.3339515,36175,2360,0,1799,642,2441,2441,6.523842433,0,4.973047685,1.774706289,6.747753974,6.747753974,86.72840359,13.27159641,2.00,1.00
Kurunegala,Mallawapitiya,79,0,0,14295,43536,57832,57832,0,0,23.88190138,72.73279669,96.61469808,96.61469808,59858,5130,0,2889,223,3112,3112,8.570283003,0,4.826422533,0.372548364,5.198970898,5.198970898,86.2307461,13.7692539,2.00,2.00
Batticaloa,Manmunai North,45,0,43265,31488,0,74753,31488,0,49.33587414,35.90671216,0,85.2425863,35.90671216,87694,8325,0,920,24,944,944,9.49323785,0,1.049102561,0.027367893,1.076470454,1.076470454,89.4302917,10.5697083,1.00,2.00
Batticaloa,Manmunai Pattu,25,0,0,34297,0,34297,34297,0,0,105.7353743,0,105.7353743,105.7353743,32437,3190,0,1269,43,1312,1312,9.834448315,0,3.912199032,0.132564664,4.044763696,4.044763696,86.12078799,13.87921201,1.00,2.00
Batticaloa,Manmunai South & Eruvil Pattu,41,0,0,46631,0,46631,46631,0,0,78.55583491,0,78.55583491,78.55583491,59360,5627,0,828,51,879,879,9.479447439,0,1.394878706,0.085916442,1.480795148,1.480795148,89.03975741,10.96024259,1.00,2.00
Batticaloa,Manmunai South West,141,919,1768,20593,0,22361,20593,3.722470559,7.157038386,83.3879196,0,90.54495798,83.3879196,24696,2104,0,1797,2,1799,1799,8.519598316,0,7.276482021,0.008098477,7.284580499,7.284580499,84.19582119,15.80417881,2.00,2.00
Batticaloa,Manmunai West,271,5553,18233,1903,0,20135,1903,19.71501728,64.73054535,6.754502902,0,71.48504825,6.754502902,28167,1669,0,676,39,715,715,5.925373664,0,2.399971598,0.1384599,2.538431498,2.538431498,91.53619484,8.463805162,1.00,1.00
Mannar,Mannar Town,203,0,5357,41636,0,46993,41636,0,10.96238452,85.20834353,0,96.17072805,85.20834353,48864,6009,0,1606,14,1620,1620,12.29739686,0,3.286673215,0.02865095,3.315324165,3.315324165,84.38727898,15.61272102,1.00,2.00
Mullaitivu,Manthai East,481,0,1127,0,0,1127,0,0,100.0975106,0.014506173,0,100.1120168,0.014506173,1126,35,0,5,1,6,6,3.108348135,0,0.444049734,0.088809947,0.53285968,0.53285968,96.35879218,3.641207815,1.00,1.00
Mannar,Manthai West,606,0,4214,1916,0,6129,1916,0,70.9238774,32.24552701,0,103.1694044,32.24552701,5941,352,0,48,1,49,49,5.924928463,0,0.80794479,0.016832183,0.824776974,0.824776974,93.25029456,6.749705437,1.00,2.00
Mullaitivu,Maritimepattu,553,70,1049,12928,3880,17857,16808,0.384765697,5.785840906,71.30931059,21.40352309,98.49867459,92.71283368,18129,1009,0,449,126,575,575,5.565668266,0,2.476694798,0.69501903,3.171713829,3.171713829,91.26261791,8.737382095,1.00,2.00
Kurunegala,Maspotha,66,0,0,7157,42517,49674,49674,0,0,13.22744094,78.57453247,91.80197341,91.80197341,54110,5034,0,2239,639,2878,2878,9.303271114,0,4.137867307,1.18092774,5.318795047,5.318795047,85.37793384,14.62206616,2.00,1.00
Matale,Matale,71,0,6533,10071,55870,72474,65941,0,8.173693733,12.59919394,69.89832724,90.67121491,82.49752118,79931,8676,0,2198,1387,3585,3585,10.85436189,0,2.749871764,1.73524665,4.485118415,4.485118415,84.6605197,15.3394803,1.00,1.00
Matara,Matara Four Gravets,57,0,0,0,112899,112899,112899,0,0,0,92.90324494,92.90324494,92.90324494,121523,11061,0,3432,947,4379,4379,9.101980695,0,2.824156744,0.779276351,3.603433095,3.603433095,87.29458621,12.70541379,1.00,1.00
Kalutara,Matugama,139,0,0,58885,29649,88534,88534,0,0,66.17668105,33.32033135,99.49701241,99.49701241,88982,5350,0,5609,2060,7669,7669,6.012451957,0,6.303522061,2.315074959,8.61859702,8.61859702,85.36895102,14.63104898,2.00,2.00
Kegalle,Mawanella,120,0,0,2497,120936,123432,123432,0,0,1.983917101,96.10270005,98.08661715,98.08661715,125840,5356,0,4578,5061,9639,9639,4.256198347,0,3.637952956,4.021773681,7.659726637,7.659726637,88.08407502,11.91592498,2.00,1.00
Kurunegala,Mawathagama,108,0,0,0,69787,69787,69787,0,0,0,96.45668524,96.45668524,96.45668524,72351,6944,0,2312,275,2587,2587,9.597655872,0,3.195532888,0.380091498,3.575624387,3.575624387,86.82671974,13.17328026,1.00,1.00
Kandy,Medadumbara,185,0,447,23249,42014,65710,65263,0,0.706300647,36.7313651,66.37811761,103.8157833,103.1094827,63295,3115,0,1321,1183,2504,2504,4.921399795,0,2.08705269,1.869025989,3.956078679,3.956078679,91.12252153,8.877478474,1.00,2.00
Monaragala,Medagama,240,0,33238,3884,0,37121,3884,0,89.3367398,10.43825409,0,99.77499389,10.43825409,37205,1532,0,943,309,1252,1252,4.117726112,0,2.534605564,0.83053353,3.365139094,3.365139094,92.51713479,7.482865206,1.00,1.00
Anuradhapura,Medawachchiya,489,8637,40204,568,0,40772,568,18.04371081,83.99546369,1.186635155,0,85.18209885,1.186635155,47865,2526,0,706,147,853,853,5.277342526,0,1.474981719,0.307113757,1.782095477,1.782095477,92.940562,7.059438003,1.00,1.00
Polonnaruwa,Medirigiriya,563,0,20461,47708,643,68811,48350,0,29.66264312,69.16374961,0.93160411,99.75799684,70.09535372,68978,4838,0,1258,78,1336,1336,7.013830497,0,1.823769898,0.113079533,1.93684943,1.93684943,91.04932007,8.950679927,1.00,2.00
Badulla,Meegahakiula,108,876,19154,0,0,19154,0,4.139732578,90.52758822,0,0,90.52758822,0,21158,806,0,233,193,426,426,3.809433784,0,1.101238302,0.912184516,2.013422819,2.013422819,94.1771434,5.822856603,1.00,1.00
Anuradhapura,Mihinthale,225,0,33631,6947,0,40578,6947,0,81.67489868,16.87089419,0,98.54579287,16.87089419,41177,2863,0,410,18,428,428,6.952910605,0,0.995701484,0.043713724,1.039415208,1.039415208,92.00767419,7.992325813,1.00,1.00
Kalutara,Millaniya,79,0,0,0,60436,60436,60436,0,0,0,102.8077226,102.8077226,102.8077226,58785,3579,0,4774,3067,7841,7841,6.088287829,0,8.121119333,5.217317343,13.33843668,13.33843668,80.5732755,19.4267245,2.00,1.00
Kandy,Minipe,248,2471,50918,394,0,51312,394,4.594146676,94.65811637,0.731861147,0,95.38997751,0.731861147,53792,2791,0,1924,1931,3855,3855,5.188503867,0,3.576740036,3.589753123,7.166493159,7.166493159,87.64500297,12.35499703,2.00,1.00
Gampaha,Minuwangoda,132,0,0,77123,121844,198967,198967,0,0,38.14645054,60.26652157,98.41297211,98.41297211,202176,16581,0,11758,4086,15844,15844,8.20127018,0,5.815724913,2.021011396,7.836736309,7.836736309,83.96199351,16.03800649,2.00,2.00
Gampaha,Mirigama,189,0,0,0,185311,185311,185311,0,0,0,98.77684116,98.77684116,98.77684116,187606,12589,0,7647,3130,10777,10777,6.710339755,0,4.076095647,1.668390137,5.744485784,5.744485784,87.54517446,12.45482554,2.00,1.00
Monaragala,Monaragala,290,0,36188,16250,643,53081,16893,0,68.41569542,30.72156095,1.216249938,100.3535063,31.93781089,52894,2100,0,1897,1358,3255,3255,3.97020456,0,3.586418119,2.567398949,6.153817068,6.153817068,89.87597837,10.12402163,2.00,2.00
Colombo,Moratuwa,18,0,0,0,135333,135333,135333,0,0,0,82.00433598,82.00433598,82.00433598,165031,16617,0,136,0,136,136,10.06901734,0,0.08240876,0,0.08240876,0.08240876,89.8485739,10.1514261,1.00,1.00
Trincomalee,Morawewa,272,0,5005,2359,0,7364,2359,0,70.30532219,33.13244292,0,103.4377651,33.13244292,7119,362,0,74,3,77,77,5.084983846,0,1.039471836,0.04214075,1.081612586,1.081612586,93.83340357,6.166596432,1.00,2.00
Matara,Mulatiyana,120,0,0,34822,19563,54386,54386,0,0,63.3038481,35.56450351,98.86835161,98.86835161,55008,2007,0,1898,1962,3860,3860,3.648560209,0,3.450407213,3.566753927,7.01716114,7.01716114,89.33427865,10.66572135,2.00,2.00
